Body,Score,ParentId
"<p>EDIT: <a href=""http://docs.oracle.com/javase/tutorial/java/javaOO/enum.html"" rel=""nofollow"">Info on enums</a></p>

<p>This is probably not what you'd prefer, but I strongly suggest you go for a different move/board representation:</p>

<p><strong>HOW</strong></p>

<p>Firstly, I suggest you implement your board cells as enums (since there are only 9 of them).</p>

<p>Then, implement the board as a set of 9 enums, as such:</p>

<pre><code>public enum Move {
A0, A1, A2, B0, B1, B2, C0, C1, C2; }
</code></pre>

<p>Also, implement winning patterns (e.g. a whole line, a whole diagonal) as sets of 3 enums (i.e. a subset of the board set).</p>

<p>After these changes, it gets a lot easier to check whether a player (be it you or computer) has won.</p>

<p>I recommend you add the subsets and the method that checks if a player has won inside the Move class as well. </p>

<p>A subset can be created like this:
e.g.</p>

<pre><code>static private final EnumSet&lt;Move&gt; lineA = EnumSet.of(A0,A1,A2);
</code></pre>

<p>And a check from your won method (note you need to check for all subsets) could possibly be:</p>

<pre><code>moves.containsAll(lineA)
</code></pre>

<p>where moves is the set of moves made by player (when a player makes a move you add the enum to it's moves set).</p>

<p><strong>WHY</strong></p>

<p>This design is more concise, straightforward and elegant. You should not experience the problems you described any longer, if you use this approach.</p>
","0","37199056"
"<p>Arrays in Java are fixed-size, just like in C. You can't <em>remove</em> an item from it, you can only update its value. The value can also be <code>null</code>, which may serve your purpose.</p>

<p>However, it is not advised to use arrays for your use case; instead use a <code>List</code> implementation. <code>ArrayList</code> is the default choice and a <code>LinkedList</code> may make sense for a huge amount of additions and deletions in the middle of the list.</p>

<p>With Java 8, the best approach is to use the Streams API:</p>

<pre><code>List&lt;String&gt; withLongStringsDiscarded = 
   myStringList.stream().filter(s -&gt; s.length() &lt;= 20).collect(Collectors.toList());
</code></pre>
","1","25115108"
"<p>You can define a <code>List</code> class with a <strong>type-safe interface</strong>, hiding an unsafe <code>List&lt;Object&gt;</code> as an internal implementation detail.</p>

<p>This is more work than just using a <code>List&lt;Object&gt;</code> directly. If your list is used only by one class, just use a <code>List&lt;Object&gt;</code>, as an implementation detail of that one class. <strong>But if your list is exposed to access by more than just one class, consider using this type-safe approach.</strong></p>

<p>First, define an interface that can represent either an int or a array of ints. </p>

<pre><code>public interface IScalarOrArrayInt { }
</code></pre>

<p>And define a sub-interface for each possible element type:</p>

<pre><code>public interface IScalarInt extends IScalarOrArrayInt { 
    public int getScalarInt();
}

public interface IArrayInt extends IScalarOrArrayInt {
    public int[] getIntArray();
}
</code></pre>

<p>Then define your list class and its representation. It's interface can be a <code>List&lt;IScalarOrArrayInt&gt;</code>. <strong>The representation can be a <code>List&lt;Object&gt;</code>, so that you can put Integer and int[] objects into it directly, without wrapper objects.</strong></p>

<pre><code>public class ListOfScalarsAndArray extends AbstractList&lt;IScalarOrArrayInt&gt; {
    private static List&lt;Object&gt; m_list = new ArrayList&lt;Object&gt;();
</code></pre>

<p>As noted in the <code>AbstractList</code> documentation, you'll want to define several methods to allow modifying your list. You can delegate them to the internal list, but wrap the return values.</p>

<pre><code>@Override
public void add(int index, IScalarOrArrayInt element) {
    m_list.add( index, element );
}

@Override
public IScalarOrArrayInt remove(int index) {
    return wrap( m_list.remove( index ));
}

@Override
public IScalarOrArrayInt set(int index, IScalarOrArrayInt element) {
    return wrap( m_list.set( index, element ));
}
</code></pre>

<p>For the convenience of callers, you can add some methods that accept an unwrapped <code>int</code> or <code>int[]</code>. For example: </p>

<pre><code>public void add( int element ) {
    m_list.add( element );
}

public void add( int[] element ) {
    m_list.add( element );
}
</code></pre>

<p>To satisfy the standard List&lt;> interface, you can wrap return values. Your class controls the internal list, so it alone controls the possible types of list members.</p>

<pre><code>private IScalarOrArrayInt wrap( Object o ) {
    if ( o instanceof Integer ) {
        final int i = (Integer) o;
        return new IScalarInt() {

            @Override
            public int getScalarInt() {
                return i;
            }
        };
    }
    else {
        assert( o instanceof int[] );

        final int[] a = (int[]) o;

        return new IArrayInt() {
            @Override
            public int[] getIntArray() {
                return a;
            }
        };
    }
}
</code></pre>
","0","33484725"
"<p>An <code>ArrayList</code> is backed by an array, whose size is fixed, but the <code>ArrayList</code> class contains code that creates a larger array and copies the existing array to it when the existing array is full.</p>

<p>That's the difference between arrays and <code>ArrayList</code>s.</p>
","4","34849444"
"<p>The main reason lies the (asymptotic) complexity of adding a sequence of elements to the list.</p>

<p>Note that the <code>add</code> method internally calls <code>ensureCapacity(size+1)</code>. When the size of the internal array is increased, all elements have to be <em>copied</em> into the new, larger array.</p>

<p>If the size was only increased by a constant <em>amount</em> (which would be 1 for each call to <code>add</code>), then adding <strong>n</strong> elements would have a complexity of <strong>O(n<sup>2</sup>)</strong>. </p>

<p>Instead, the size is always increased by a constant <em>factor</em>. Then, adding <strong>n</strong> elements only has a complexity of <strong>O(n)</strong>. </p>
","3","26925556"
"<p>There is big difference between array and lists:
1) if we certainly know size of collection - this is array, we need no dynamicaly changing size.
2) if we don't know, how many elements will be in our collection - this is list, where size is not fixed.</p>

<p>In this answer ""collection"" doesn't means Collection class in Java, it's just a a bunch of some objects</p>
","0","34849444"
"<p>If you can, swap out the <code>ArrayList</code> for an <code>ArrayDeque</code>, which has convenient methods like <code>removeLast</code>.</p>
","5","687833"
"<p>First of all, in your main method you say <code>finalwinner=CheckForWinner(currentplayer);</code> so you don't have to set <code>finalwinner=true;</code> every time after checking row, column and diagonal. <code>return true;</code> is enough.</p>

<p>Your problem is, you check for a Tie Game and if it is the case, you also return true, but it is wrong, because neither player nor computer wins! So your checkForWinner method <strong>always</strong> returns <strong>true</strong>.</p>

<p>You don't really have to check extra for Tie Game. Just check win for player, check win for computer, if both are false and last move done - its a tie game.</p>
","0","37199056"
"<ol>
<li><p>The main difference between Array and ArrayList in Java is that Array is a fixed length data structure while ArrayList is a variable length. You can not change length of Array once create, but ArrayList can re-size itself.</p></li>
<li><p>Another difference between Array and ArrayList in Java, you can not store primitives in ArrayList, because it can only contain Objects. Array can contain both primitives and Objects.</p></li>
<li><p>The Array is not a class, while ArrayList is an object with many methods.</p></li>
<li><p>The elements of the Array retrieved with for loop. The elements of the ArrayList can be retrieved with for loop and iterators.</p></li>
<li><p>The Array cannot be synchronized, while ArrayList can be obtained a synchronized ver.</p></li>
</ol>

<p>etc....</p>
","0","34849444"
"<p>This is the right one (if you are concerned about the overhead of HashSet.</p>

<pre><code> public static ArrayList&lt;String&gt; removeDuplicates (ArrayList&lt;String&gt; arrayList){
    if (arrayList.isEmpty()) return null;  //return what makes sense for your app
    Collections.sort(arrayList, String.CASE_INSENSITIVE_ORDER);
    //remove duplicates
    ArrayList &lt;String&gt; arrayList_mod = new ArrayList&lt;&gt;();
    arrayList_mod.add(arrayList.get(0));
    for (int i=1; i&lt;arrayList.size(); i++){
        if (!arrayList.get(i).equals(arrayList.get(i-1))) arrayList_mod.add(arrayList.get(i));
    }
    return arrayList_mod;
}
</code></pre>
","0","203984"
"<p>How about this..
Somewhere in your class...</p>

<pre><code>List&lt;E&gt; list = new ArrayList&lt;E&gt;();
private int i = -1;
    public void addObjToList(E elt){
        i++;
        list.add(elt);
    }


    public E getObjFromList(){
        if(i == -1){ 
            //If list is empty handle the way you would like to... I am returning a null object
            return null; // or throw an exception
        }

        E object = list.get(i);
        list.remove(i); //Optional - makes list work like a stack
        i--;            //Optional - makes list work like a stack
        return object;
    }
</code></pre>
","-3","687833"
"<p>Below code works for me:</p>
<h2>applcation.conf</h2>
<p>mydata.crypto {</p>
<pre><code>ciphers = [

           &quot;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384&quot;

           &quot;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384&quot;

           &quot;TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384&quot;

          ]

 protocols = [

               &quot;TLSv1.2&quot;

             ]

   }
</code></pre>
<hr />
<h2>Sample code in scala
Reading as List:</h2>
<p>val ciphersList = config.getStringList(&quot;mydata.crypto.ciphers&quot;)</p>
<p>val protocolsList = config.getStringList(&quot;mydata.crypto.protocols&quot;)</p>
<p>import scala.collection.JavaConverters._</p>
<p>val enableCiphersList = ciphersList.asScala.toArray</p>
<p>val enableProtocolsList = protocolsList.asScala.toArray</p>
<p>Now we can see &quot;enableCiphersList&quot; and &quot;enableProtocolsList&quot; are Array of Strings type.</p>
","0","49832401"
"<p>You can use the <code>toArray()</code> method for <code>List</code>:</p>

<pre><code>ArrayList&lt;String&gt; list = new ArrayList&lt;String&gt;();

list.add(""apple"");
list.add(""banana"");

String[] array = list.toArray(new String[list.size()]);
</code></pre>

<p>Or you can manually add the elements to an array:</p>

<pre><code>ArrayList&lt;String&gt; list = new ArrayList&lt;String&gt;();

list.add(""apple"");
list.add(""banana"");

String[] array = new String[list.size()];

for (int i = 0; i &lt; list.size(); i++) {
    array[i] = list.get(i);
}
</code></pre>

<p>Hope this helps!</p>
","41","4042434"
